"","SCC","Data.Category","Short.Name","EI.Sector","Option.Group","Option.Set","SCC.Level.One","SCC.Level.Two","SCC.Level.Three","SCC.Level.Four","Map.To","Last.Inventory.Year","Created_Date","Revised_Date","Usage.Notes"
"7423","30501009","Point","Coal Mining, Cleaning & Material Handling /Raw Coal Storage","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Raw Coal Storage",NA,NA,"","",""
"7424","30501010","Point","Coal Mining, Cleaning & Material Handling /Crushing","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Crushing",NA,NA,"","",""
"7425","30501011","Point","Coal Mining, Cleaning & Material Handling /Coal Transfer","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Coal Transfer",NA,NA,"","",""
"7426","30501012","Point","Coal Mining, Cleaning & Material Handling /Screening","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Screening",NA,NA,"","",""
"7427","30501013","Point","Coal Mining, Cleaning & Material Handling /Air Tables","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Air Tables",NA,NA,"","",""
"7428","30501014","Point","Coal Mining, Cleaning & Material Handling /Cleaned Coal Storage","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Cleaned Coal Storage",NA,NA,"","",""
"7429","30501015","Point","Coal Mining, Cleaning & Material Handling /Loading","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Loading",NA,NA,"","",""
"7430","30501016","Point","Coal Mining, Cleaning & Material Handling /Loading: Clean Coal","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Loading: Clean Coal",NA,NA,"","",""
"7431","30501017","Point","Coal Mining, Cleaning & Material Handling /Secondary Crushing","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Secondary Crushing",NA,NA,"","",""
"7432","30501021","Point","Coal Mining, Cleaning & Material Handling /Overburden Removal","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Overburden Removal",NA,NA,"","",""
"7433","30501022","Point","Coal Mining, Cleaning & Material Handling /Drilling/Blasting","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Drilling/Blasting",NA,NA,"","",""
"7434","30501023","Point","Coal Mining, Cleaning & Material Handling /Loading","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Loading",30501015,2005,"","7/27/2008 0:00:00",""
"7435","30501024","Point","Coal Mining, Cleaning & Material Handling /Hauling","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Hauling",NA,NA,"","",""
"7436","30501030","Point","Coal Mining, Cleaning & Material Handling /Topsoil Removal","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Topsoil Removal",NA,NA,"","",""
"7437","30501031","Point","Coal Mining, Cleaning & Material Handling /Scrapers: Travel Mode","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Scrapers: Travel Mode",NA,NA,"","",""
"7438","30501032","Point","Coal Mining, Cleaning & Material Handling /Topsoil Unloading","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Topsoil Unloading",NA,NA,"","",""
"7439","30501033","Point","Coal Mining, Cleaning & Material Handling /Overburden","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Overburden",NA,NA,"","",""
"7440","30501034","Point","Coal Mining, Cleaning & Material Handling /Coal Seam: Drilling","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Coal Seam: Drilling",NA,NA,"","",""
"7441","30501035","Point","Coal Mining, Cleaning & Material Handling /Blasting: Coal Overburden","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Blasting: Coal Overburden",NA,NA,"","",""
"7442","30501036","Point","Coal Mining, Cleaning & Material Handling /Dragline: Overburden Removal","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Dragline: Overburden Removal",NA,NA,"","",""
"7443","30501037","Point","Coal Mining, Cleaning & Material Handling /Truck Loading: Overburden","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Truck Loading: Overburden",NA,NA,"","",""
"7444","30501038","Point","Coal Mining, Cleaning & Material Handling /Truck Loading: Coal","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Truck Loading: Coal",NA,NA,"","",""
"7445","30501039","Point","Coal Mining, Cleaning & Material Handling /Hauling: Haul Trucks","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Hauling: Haul Trucks",NA,NA,"","",""
"7446","30501040","Point","Coal Mining, Cleaning & Material Handling /Truck Unloading: End Dump - Coal","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Truck Unloading: End Dump - Coal",NA,NA,"","",""
"7447","30501041","Point","Coal Mining, Cleaning & Material Handling /Truck Unloading: Bottom Dump - Coal","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Truck Unloading: Bottom Dump - Coal",NA,NA,"","",""
"7448","30501042","Point","Coal Mining, Cleaning & Material Handling /Truck Unloading: Bottom Dump - Overburden","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Truck Unloading: Bottom Dump - Overburden",NA,NA,"","",""
"7449","30501043","Point","Coal Mining, Cleaning & Material Handling /Open Storage Pile: Coal","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Open Storage Pile: Coal",NA,NA,"","",""
"7450","30501044","Point","Coal Mining, Cleaning & Material Handling /Train Loading: Coal","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Train Loading: Coal",NA,NA,"","",""
"7451","30501045","Point","Coal Mining, Cleaning & Material Handling /Bulldozing: Overburden","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Bulldozing: Overburden",NA,NA,"","",""
"7452","30501046","Point","Coal Mining, Cleaning & Material Handling /Bulldozing: Coal","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Bulldozing: Coal",NA,NA,"","",""
"7453","30501047","Point","Coal Mining, Cleaning & Material Handling /Grading","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Grading",NA,NA,"","",""
"7454","30501048","Point","Coal Mining, Cleaning & Material Handling /Overburden Replacement","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Overburden Replacement",NA,NA,"","",""
"7455","30501049","Point","Coal Mining, Cleaning & Material Handling /Wind Erosion: Exposed Areas","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Wind Erosion: Exposed Areas",NA,NA,"","",""
"7456","30501050","Point","Coal Mining, Cleaning & Material Handling /Vehicle Traffic: Light/Medium Vehicles","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Vehicle Traffic: Light/Medium Vehicles",NA,NA,"","",""
"7457","30501051","Point","Coal Mining, Cleaning & Material Handling /Surface Mining Operations: Open Storage Pile: Spoils","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Surface Mining Operations: Open Storage Pile: Spoils",NA,NA,"","",""
"7458","30501060","Point","Coal Mining, Cleaning & Material Handling /Surface Mining Operations: Primary Crusher","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Surface Mining Operations: Primary Crusher",NA,NA,"","",""
"7459","30501061","Point","Coal Mining, Cleaning & Material Handling /Surface Mining Operations: Secondary Crusher","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Surface Mining Operations: Secondary Crusher",NA,NA,"","",""
"7460","30501062","Point","Coal Mining, Cleaning & Material Handling /Surface Mining Operations: Screens","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Surface Mining Operations: Screens",NA,NA,"","",""
"7461","30501090","Point","Coal Mining, Cleaning & Material Handling /Haul Roads: General","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Haul Roads: General",NA,NA,"","",""
"7462","30501099","Point","Coal Mining, Cleaning & Material Handling /Other Not Classified","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Coal Mining, Cleaning, and Material Handling (See 305310)","Other Not Classified",NA,NA,"","",""
"7463","30501101","Point","Concrete Batching /Total Facility Emissions except road dust & wind-blown dust","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Concrete Batching","Total Facility Emissions except road dust & wind-blown dust",NA,NA,"","",""
"7464","30501104","Point","Concrete Batching /Aggregate Transfer to Elevated Storage","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Concrete Batching","Aggregate Transfer to Elevated Storage",NA,NA,"","",""
"7465","30501105","Point","Concrete Batching /Sand Transfer to Elevated Storage","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Concrete Batching","Sand Transfer to Elevated Storage",NA,NA,"","",""
"7466","30501106","Point","Concrete Batching /Transfer: Sand/Aggregate to Elevated Bins (See Also -04 & -05)","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Concrete Batching","Transfer: Sand/Aggregate to Elevated Bins (See Also -04 & -05)",NA,NA,"","",""
"7467","30501107","Point","Concrete Batching /Cement Unloading to Elevated Storage Silo","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Concrete Batching","Cement Unloading to Elevated Storage Silo",NA,NA,"","",""
"7468","30501108","Point","Concrete Batching /Weight Hopper Loading of Sand and Aggregate","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Concrete Batching","Weight Hopper Loading of Sand and Aggregate",NA,NA,"","",""
"7469","30501109","Point","Concrete Batching /Mixer Loading of Cement/Sand/Aggregate","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Concrete Batching","Mixer Loading of Cement/Sand/Aggregate",NA,NA,"","",""
"7470","30501110","Point","Concrete Batching /Loading of Transit Mix Truck","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Concrete Batching","Loading of Transit Mix Truck",NA,NA,"","",""
"7471","30501111","Point","Concrete Batching /Loading of Dry-batch Truck","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Concrete Batching","Loading of Dry-batch Truck",NA,NA,"","",""
"7472","30501112","Point","Concrete Batching /Mixing: Wet","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Concrete Batching","Mixing: Wet",NA,NA,"","",""
"7473","30501113","Point","Concrete Batching /Mixing: Dry","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Concrete Batching","Mixing: Dry",NA,NA,"","",""
"7474","30501114","Point","Concrete Batching /Transferring: Conveyors/Elevators","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Concrete Batching","Transferring: Conveyors/Elevators",NA,NA,"","",""
"7475","30501115","Point","Concrete Batching /Storage: Bins/Hoppers","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Concrete Batching","Storage: Bins/Hoppers",NA,NA,"","",""
"7476","30501117","Point","Concrete Batching /Cement Supplement Unloading to Elevated Storage Silo","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Concrete Batching","Cement Supplement Unloading to Elevated Storage Silo",NA,NA,"","",""
"7477","30501120","Point","Concrete Batching /Asbestos/Cement Products","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Concrete Batching","Asbestos/Cement Products",NA,NA,"","",""
"7478","30501121","Point","Concrete Batching /Aggregate Delivery to Ground Storage","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Concrete Batching","Aggregate Delivery to Ground Storage",NA,NA,"","",""
"7479","30501122","Point","Concrete Batching /Sand Delivery to Ground Storage","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Concrete Batching","Sand Delivery to Ground Storage",NA,NA,"","",""
"7480","30501123","Point","Concrete Batching /Aggregate Transfer to Conveyor","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Concrete Batching","Aggregate Transfer to Conveyor",NA,NA,"","",""
"7481","30501124","Point","Concrete Batching /Sand Transfer to Conveyor","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Concrete Batching","Sand Transfer to Conveyor",NA,NA,"","",""
"7482","30501199","Point","Concrete Batching /Other Not Classified","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Concrete Batching","Other Not Classified",NA,NA,"","",""
"7483","30501201","Point","Fiberglass Manuf /Regenerative Furnace (Wool-type Fiber)","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Fiberglass Manufacturing","Regenerative Furnace (Wool-type Fiber)",NA,NA,"","",""
"7484","30501202","Point","Fiberglass Manuf /Recuperative Furnace (Wool-type Fiber)","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Fiberglass Manufacturing","Recuperative Furnace (Wool-type Fiber)",NA,NA,"","",""
"7485","30501203","Point","Fiberglass Manuf /Electric Furnace (Wool-type Fiber)","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Fiberglass Manufacturing","Electric Furnace (Wool-type Fiber)",NA,NA,"","",""
"7486","30501204","Point","Fiberglass Manuf /Forming: Rotary Spun (Wool-type Fiber)","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Fiberglass Manufacturing","Forming: Rotary Spun (Wool-type Fiber)",NA,NA,"","",""
"7487","30501205","Point","Fiberglass Manuf /Curing Oven: Rotary Spun (Wool-type Fiber)","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Fiberglass Manufacturing","Curing Oven: Rotary Spun (Wool-type Fiber)",NA,NA,"","",""
"7488","30501206","Point","Fiberglass Manuf /Cooling (Wool-type Fiber)","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Fiberglass Manufacturing","Cooling (Wool-type Fiber)",NA,NA,"","",""
"7489","30501207","Point","Fiberglass Manuf /Unit Melter Furnace (Wool-type Fiber)","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Fiberglass Manufacturing","Unit Melter Furnace (Wool-type Fiber)",NA,NA,"","",""
"7490","30501208","Point","Fiberglass Manuf /Forming: Flame Attenuation (Wool-type Fiber)","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Fiberglass Manufacturing","Forming: Flame Attenuation (Wool-type Fiber)",NA,NA,"","",""
"7491","30501209","Point","Fiberglass Manuf /Curing: Flame Attenuation (Wool-type Fiber)","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Fiberglass Manufacturing","Curing: Flame Attenuation (Wool-type Fiber)",NA,NA,"","",""
"7492","30501211","Point","Fiberglass Manuf /Regenerative Furnace (Textile-type Fiber)","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Fiberglass Manufacturing","Regenerative Furnace (Textile-type Fiber)",NA,NA,"","",""
"7493","30501212","Point","Fiberglass Manuf /Recuperative Furnace (Textile-type Fiber)","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Fiberglass Manufacturing","Recuperative Furnace (Textile-type Fiber)",NA,NA,"","",""
"7494","30501213","Point","Fiberglass Manuf /Unit Melter Furnace (Textile-type Fiber)","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Fiberglass Manufacturing","Unit Melter Furnace (Textile-type Fiber)",NA,NA,"","",""
"7495","30501214","Point","Fiberglass Manuf /Forming Process (Textile-type Fiber)","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Fiberglass Manufacturing","Forming Process (Textile-type Fiber)",NA,NA,"","",""
"7496","30501215","Point","Fiberglass Manuf /Curing Oven (Textile-type Fiber)","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Fiberglass Manufacturing","Curing Oven (Textile-type Fiber)",NA,NA,"","",""
"7497","30501221","Point","Fiberglass Manuf /Raw Material: Unloading/Conveying","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Fiberglass Manufacturing","Raw Material: Unloading/Conveying",NA,NA,"","",""
"7498","30501222","Point","Fiberglass Manuf /Raw Material: Storage Bins","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Fiberglass Manufacturing","Raw Material: Storage Bins",NA,NA,"","",""
"7499","30501223","Point","Fiberglass Manuf /Raw Material: Mixing/Weighing","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Fiberglass Manufacturing","Raw Material: Mixing/Weighing",NA,NA,"","",""
"7500","30501224","Point","Fiberglass Manuf /Raw Material: Crushing/Charging","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Fiberglass Manufacturing","Raw Material: Crushing/Charging",NA,NA,"","",""
"7501","30501299","Point","Fiberglass Manuf /Other Not Classified","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Fiberglass Manufacturing","Other Not Classified",NA,NA,"","",""
"7502","30501301","Point","Frit Manufacture /General ** (use 3-05-013-05 or 3-05-013-06)","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Frit Manufacture","General ** (use 3-05-013-05 or 3-05-013-06)",NA,NA,"","",""
"7503","30501302","Point","Frit Manufacture /Weighing of raw materials","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Frit Manufacture","Weighing of raw materials",NA,NA,"","",""
"7504","30501303","Point","Frit Manufacture /Dry Mixing of raw materials","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Frit Manufacture","Dry Mixing of raw materials",NA,NA,"","",""
"7505","30501304","Point","Frit Manufacture /Smelting Furnace Charging","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Frit Manufacture","Smelting Furnace Charging",NA,NA,"","",""
"7506","30501305","Point","Frit Manufacture /Rotary Smelting Furnace","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Frit Manufacture","Rotary Smelting Furnace",NA,NA,"","",""
"7507","30501306","Point","Frit Manufacture /Continuous Smelting Furnace","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Frit Manufacture","Continuous Smelting Furnace",NA,NA,"","",""
"7508","30501310","Point","Frit Manufacture /Water Spray Quenching to shatter material into small particles","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Frit Manufacture","Water Spray Quenching to shatter material into small particles",NA,NA,"","",""
"7509","30501311","Point","Frit Manufacture /Rotary Dryer (usually not used with a continuous furnace)","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Frit Manufacture","Rotary Dryer (usually not used with a continuous furnace)",NA,NA,"","",""
"7510","30501315","Point","Frit Manufacture /Dry Milling of quenched frit with a ball mill","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Frit Manufacture","Dry Milling of quenched frit with a ball mill",NA,NA,"","",""
"7511","30501316","Point","Frit Manufacture /Product Screening","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Frit Manufacture","Product Screening",NA,NA,"","",""
"7512","30501399","Point","Frit Manufacture /Other Not Classified","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Frit Manufacture","Other Not Classified",NA,NA,"","",""
"7513","30501401","Point","Glass Manuf /Furnace/General**","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Glass Manufacture","Furnace/General**",NA,NA,"","",""
"7514","30501402","Point","Glass Manuf /Container Glass: Melting Furnace","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Glass Manufacture","Container Glass: Melting Furnace",NA,NA,"","",""
"7515","30501403","Point","Glass Manuf /Flat Glass: Melting Furnace","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Glass Manufacture","Flat Glass: Melting Furnace",NA,NA,"","",""
"7516","30501404","Point","Glass Manuf /Pressed and Blown Glass: Melting Furnace","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Glass Manufacture","Pressed and Blown Glass: Melting Furnace",NA,NA,"","",""
"7517","30501405","Point","Glass Manuf /Presintering","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Glass Manufacture","Presintering",NA,NA,"","",""
"7518","30501406","Point","Glass Manuf /Container Glass: Forming/Finishing","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Glass Manufacture","Container Glass: Forming/Finishing",NA,NA,"","",""
"7519","30501407","Point","Glass Manuf /Flat Glass: Forming/Finishing","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Glass Manufacture","Flat Glass: Forming/Finishing",NA,NA,"","",""
"7520","30501408","Point","Glass Manuf /Pressed and Blown Glass: Forming/Finishing","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Glass Manufacture","Pressed and Blown Glass: Forming/Finishing",NA,NA,"","",""
"7521","30501410","Point","Glass Manuf /Raw Material Handling (All Types of Glass)","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Glass Manufacture","Raw Material Handling (All Types of Glass)",NA,NA,"","",""
"7522","30501411","Point","Glass Manuf /General **","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Glass Manufacture","General **",NA,NA,"","",""
"7523","30501412","Point","Glass Manuf /Hold Tanks **","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Glass Manufacture","Hold Tanks **",NA,NA,"","",""
"7524","30501413","Point","Glass Manuf /Cullet: Crushing/Grinding","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Glass Manufacture","Cullet: Crushing/Grinding",NA,NA,"","",""
"7525","30501414","Point","Glass Manuf /Ground Cullet Beading Furnace","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Glass Manufacture","Ground Cullet Beading Furnace",NA,NA,"","",""
"7526","30501415","Point","Glass Manuf /Glass Etching with Hydrofluoric Acid Solution","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Glass Manufacture","Glass Etching with Hydrofluoric Acid Solution",NA,NA,"","",""
"7527","30501416","Point","Glass Manuf /Glass Manufacturing","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Glass Manufacture","Glass Manufacturing",NA,NA,"","",""
"7528","30501417","Point","Glass Manuf /Briquetting","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Glass Manufacture","Briquetting",NA,NA,"","",""
"7529","30501418","Point","Glass Manuf /Pelletizing","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Glass Manufacture","Pelletizing",NA,NA,"","",""
"7530","30501420","Point","Glass Manuf /Mirror Plating: General","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Glass Manufacture","Mirror Plating: General",NA,NA,"","",""
"7531","30501421","Point","Glass Manuf /Demineralizer: General","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Glass Manufacture","Demineralizer: General",NA,NA,"","",""
"7532","30501499","Point","Glass Manuf /See Comment **","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Glass Manufacture","See Comment **",NA,NA,"","",""
"7533","30501501","Point","Gypsum Manuf /Rotary Ore Dryer","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Gypsum Manufacture","Rotary Ore Dryer",NA,NA,"","",""
"7534","30501502","Point","Gypsum Manuf /Primary Grinder/Roller Mills","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Gypsum Manufacture","Primary Grinder/Roller Mills",NA,NA,"","",""
"7535","30501503","Point","Gypsum Manuf /Not Classified **","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Gypsum Manufacture","Not Classified **",NA,NA,"","",""
"7536","30501504","Point","Gypsum Manuf /Conveying","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Gypsum Manufacture","Conveying",NA,NA,"","",""
"7537","30501505","Point","Gypsum Manuf /Primary Crushing: Gypsum Ore","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Gypsum Manufacture","Primary Crushing: Gypsum Ore",NA,NA,"","",""
"7538","30501506","Point","Gypsum Manuf /Secondary Crushing: Gypsum Ore","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Gypsum Manufacture","Secondary Crushing: Gypsum Ore",NA,NA,"","",""
"7539","30501507","Point","Gypsum Manuf /Screening: Gypsum Ore","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Gypsum Manufacture","Screening: Gypsum Ore",NA,NA,"","",""
"7540","30501508","Point","Gypsum Manuf /Stockpile: Gypsum Ore","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Gypsum Manufacture","Stockpile: Gypsum Ore",NA,NA,"","",""
"7541","30501509","Point","Gypsum Manuf /Storage Bins: Gypsum Ore","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Gypsum Manufacture","Storage Bins: Gypsum Ore",NA,NA,"","",""
"7542","30501510","Point","Gypsum Manuf /Storage Bins: Landplaster","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Gypsum Manufacture","Storage Bins: Landplaster",NA,NA,"","",""
"7543","30501511","Point","Gypsum Manuf /Continuous Kettle: Calciner","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Gypsum Manufacture","Continuous Kettle: Calciner",NA,NA,"","",""
"7544","30501512","Point","Gypsum Manuf /Flash Calciner","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Gypsum Manufacture","Flash Calciner",NA,NA,"","",""
"7545","30501513","Point","Gypsum Manuf /Impact Mill","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Gypsum Manufacture","Impact Mill",NA,NA,"","",""
"7546","30501514","Point","Gypsum Manuf /Storage Bins: Stucco","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Gypsum Manufacture","Storage Bins: Stucco",NA,NA,"","",""
"7547","30501515","Point","Gypsum Manuf /Tube/Ball Mills","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Gypsum Manufacture","Tube/Ball Mills",NA,NA,"","",""
"7548","30501516","Point","Gypsum Manuf /Mixers","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Gypsum Manufacture","Mixers",NA,NA,"","",""
"7549","30501517","Point","Gypsum Manuf /Bagging","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Gypsum Manufacture","Bagging",NA,NA,"","",""
"7550","30501518","Point","Gypsum Manuf /Mixers/Conveyors","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Gypsum Manufacture","Mixers/Conveyors",NA,NA,"","",""
"7551","30501519","Point","Gypsum Manuf /Forming Line","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Gypsum Manufacture","Forming Line",NA,NA,"","",""
"7552","30501520","Point","Gypsum Manuf /Drying Kiln","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Gypsum Manufacture","Drying Kiln",NA,NA,"","",""
